date,share_code,issuer_name,investor_name,investor_classification,local_foreign,nationality,domicile,holdings_scripless,holdings_scrip,total_holding_shares,percentage
30-Jun-2026,CUAN,PETRINDO JAYA KREASI Tbk,PRAJOGO PANGESTU,Individual,L,INDONESIAN,INDONESIA,2214069458,88139129242,90353198700,80.37
30-Jun-2026,CYBR,ITSEC ASIA Tbk,INV MANAGEMENT PTE LTD,Corporate,F,,SINGAPORE,5136126994,0,5136126994,38.13
30-Jun-2026,CYBR,ITSEC ASIA Tbk,TITAN HOLDINGS MIDDLE EAST LIMITED,Investment Advisors,F,,UNITED ARAB EMIRATES,422312800,0,422312800,3.14
30-Jun-2026,CYBR,ITSEC ASIA Tbk,MB INVESTMENT MANAGEMENT PTE.LTD.,Private Equity,F,,SINGAPORE,3532667714,0,3532667714,26.23
30-Jun-2026,CYBR,ITSEC ASIA Tbk,UBS SWITZERLAND AG,Trustee Bank,F,,SWITZERLAND,1145592576,0,1145592576,8.5
30-Jun-2026,CYBR,ITSEC ASIA Tbk,EFG Bank AG,Private Bank,F,,SWITZERLAND,180468600,0,180468600,1.34
30-Jun-2026,CYBR,ITSEC ASIA Tbk,CMB MONACO,Bank,F,,MONACO,591241800,0,591241800,4.39
30-Jun-2026,CYBR,ITSEC ASIA Tbk,MATTHEW OWEN MARSDEN,Individual,F,BRITISH,INDONESIA,354512400,0,354512400,2.63
30-Jun-2026,CYBR,ITSEC ASIA Tbk,PT OCBC SEKURITAS INDONESIA,Securities Company,L,,INDONESIA,525000000,0,525000000,3.9
30-Jun-2026,DAAZ,DAAZ BARA LESTARI Tbk,PT DAAZ NUSANTARA ABADI,Corporate,L,,INDONESIA,0,848500000,848500000,42.49
30-Jun-2026,DAAZ,DAAZ BARA LESTARI Tbk,PT SUMBER WAHYU SENTOSA,Corporate,L,,INDONESIA,36282100,0,36282100,1.82
30-Jun-2026,DAAZ,DAAZ BARA LESTARI Tbk,VOLCANO VENTURES VCC - VOLCANO WEB3 FUND,Private Equity,F,,SINGAPORE,94850100,0,94850100,4.75
30-Jun-2026,DAAZ,DAAZ BARA LESTARI Tbk,ZAINAL ABIDINSYAH SIREGAR,Individual,L,INDONESIAN,INDONESIAN,0,339400000,339400000,17.0
30-Jun-2026,DAAZ,DAAZ BARA LESTARI Tbk,IRAWAN SASTROTANOJO,Individual,L,INDONESIAN,INDONESIA,0,254550000,254550000,12.75
30-Jun-2026,DAAZ,DAAZ BARA LESTARI Tbk,ERWIN SUTANTO,Individual,L,INDONESIAN,INDONESIA,0,254550000,254550000,12.75
30-Jun-2026,DAAZ,DAAZ BARA LESTARI Tbk,GARUDA ONE VCC - ALPHA EDGE VENTURES,Private Equity,F,,SINGAPORE,62100100,0,62100100,3.11
30-Jun-2026,DADA,DIAMOND CITRA PROPERTINDO Tbk,PT KARYA PERMATA INOVASI INDONESIA,Corporate,L,,INDONESIA,1600000000,0,1600000000,21.53
30-Jun-2026,DADA,DIAMOND CITRA PROPERTINDO Tbk,SUTIA NA,Individual,L,INDONESIAN,INDONESIA,81700000,0,81700000,1.1
30-Jun-2026,DADA,DIAMOND CITRA PROPERTINDO Tbk,LAUW SUSANTO,Individual,L,INDONESIAN,INDONESIA,75077000,0,75077000,1.01
30-Jun-2026,DADA,DIAMOND CITRA PROPERTINDO Tbk,LUKMAN HARJANTO,Individual,L,INDONESIAN,INDONESIA,75043000,0,75043000,1.01
30-Jun-2026,DADA,DIAMOND CITRA PROPERTINDO Tbk,UOB KAY HIAN PTE LTD,Securities Company,F,,SINGAPORE,100000000,0,100000000,1.35
30-Jun-2026,DART,DUTA ANGGADA REALTY Tbk,PT. DUTA ANGGADA,Corporate,L,,INDONESIA,1391976548,0,1391976548,44.31
30-Jun-2026,DART,DUTA ANGGADA REALTY Tbk,LGT BANK AG,Private Bank,F,,LIECHTENSTEIN,42652080,0,42652080,1.36
30-Jun-2026,DART,DUTA ANGGADA REALTY Tbk,OVERSEA-CHINESE BANKING CORPORATION LIMITED,Private Bank,F,,SINGAPORE,46330600,0,46330600,1.47
30-Jun-2026,DART,DUTA ANGGADA REALTY Tbk,HARTADI ANGKOSUBROTO,Individual,L,INDONESIAN,INDONESIA,1465409134,0,1465409134,46.65
30-Jun-2026,DART,DUTA ANGGADA REALTY Tbk,IRENE THESMAN,Individual,L,INDONESIAN,,43438100,0,43438100,1.38
30-Jun-2026,DATA,REMALA ABADI Tbk,PT IFORTE SOLUSI INFOTEK,Corporate,L,,INDONESIA,550000900,0,550000900,40.0
30-Jun-2026,DATA,REMALA ABADI Tbk,DR KISHORE KUMAR,Individual,L,INDONESIAN,INDONESIA,15925100,0,15925100,1.16
30-Jun-2026,DATA,REMALA ABADI Tbk,DJONI,Individual,L,INDONESIAN,INDONESIA,47500000,0,47500000,3.45
30-Jun-2026,DATA,REMALA ABADI Tbk,VERAH WAHYUDI S WONG,Individual,L,INDONESIAN,INDONESIA,551301700,0,551301700,40.09
30-Jun-2026,DAYA,DUTA INTIDAYA Tbk,"INDAH SEHAT CEMERLANG,PT",Firm,L,,INDONESIA,422007259,0,422007259,17.43
30-Jun-2026,DAYA,DUTA INTIDAYA Tbk,"USAHA INDAH ABADI,PT",Firm,L,,INDONESIA,25000000,0,25000000,1.03
30-Jun-2026,DAYA,DUTA INTIDAYA Tbk,"UNION BANCAIRE PRIVEE, UBP SA SINGAPORE BRANCH",Private Bank,F,,SINGAPORE,96787000,0,96787000,4.0
30-Jun-2026,DAYA,DUTA INTIDAYA Tbk,TOTAL ALLIANCE HOLDINGS LIMITED,Financial Institutional,F,,"VIRGIN ISLANDS, BRITISH",1788029003,0,1788029003,73.87
30-Jun-2026,DAYA,DUTA INTIDAYA Tbk,UOB KAY HIAN PTE LTD,Securities Company,F,,SINGAPORE,70000000,0,70000000,2.89
30-Jun-2026,DCII,DCI INDONESIA Tbk,PT. GRAHA SENTOSA ADITAMA MAJU,Corporate,L,,INDONESIA,63728500,0,63728500,2.67
30-Jun-2026,DCII,DCI INDONESIA Tbk,Peak Harvest Pte Ltd,Venture Capital,F,,SINGAPORE,74518300,0,74518300,3.13
30-Jun-2026,DCII,DCI INDONESIA Tbk,FORTUNE YIELD INVESTMENT SPC,Private Equity,F,,CAYMAN ISLANDS,100000000,0,100000000,4.2
30-Jun-2026,DCII,DCI INDONESIA Tbk,SKYHILLS CAPITAL SPC,Private Equity,F,,CAYMAN ISLANDS,110000000,0,110000000,4.61
30-Jun-2026,DCII,DCI INDONESIA Tbk,CHANG CHENG INVESTMENT HOLDING LIMITED,Investment Advisors,F,,"VIRGIN ISLANDS, BRITISH",80257700,0,80257700,3.37
30-Jun-2026,DCII,DCI INDONESIA Tbk,HAN ARMING HANAFIA,Individual,L,INDONESIAN,INDONESIA,0,336352227,336352227,14.11
30-Jun-2026,DCII,DCI INDONESIA Tbk,MARINA BUDIMAN,Individual,L,INDONESIAN,INDONESIA,0,536505149,536505149,22.51
30-Jun-2026,DCII,DCI INDONESIA Tbk,BING MONIAGA,Individual,L,INDONESIAN,INDONESIA,9959400,90901958,100861358,4.23
30-Jun-2026,DCII,DCI INDONESIA Tbk,OTTO TOTO SUGIRI,Individual,L,INDONESIAN,INDONESIA,0,712784905,712784905,29.9
30-Jun-2026,DCII,DCI INDONESIA Tbk,ANTHONI SALIM,Individual,L,INDONESIAN,INDONESIA,265033461,0,265033461,11.12
30-Jun-2026,DEAL,DEWATA FREIGHTINTERNATIONAL Tbk,PT. BERSAMA NGRUWAT BONDO,Corporate,L,,INDONESIA,18551100,0,18551100,1.62
30-Jun-2026,DEAL,DEWATA FREIGHTINTERNATIONAL Tbk,PT. BIMADA PARAMITA ADHYANA,Corporate,L,,INDONESIA,70384400,47087741,117472141,10.25
30-Jun-2026,DEAL,DEWATA FREIGHTINTERNATIONAL Tbk,LIE LIAN TIE,Individual,L,INDONESIAN,,22727200,0,22727200,1.98
30-Jun-2026,DEAL,DEWATA FREIGHTINTERNATIONAL Tbk,PIERRE DERMAWAN,Individual,L,INDONESIAN,,13831900,0,13831900,1.21
30-Jun-2026,DEAL,DEWATA FREIGHTINTERNATIONAL Tbk,Laniana,Individual,L,INDONESIAN,INDONESIA,12504400,0,12504400,1.09
30-Jun-2026,DEAL,DEWATA FREIGHTINTERNATIONAL Tbk,GAO RI,Individual,L,INDONESIAN,INDONESIA,12006900,0,12006900,1.05
30-Jun-2026,DEAL,DEWATA FREIGHTINTERNATIONAL Tbk,NANI HARDJOSUHONO POETRO,Individual,L,INDONESIAN,INDONESIA,13200000,0,13200000,1.15
30-Jun-2026,DEAL,DEWATA FREIGHTINTERNATIONAL Tbk,AGUS MANASYE,Individual,L,INDONESIAN,INDONESIA,13500000,0,13500000,1.18
30-Jun-2026,DEAL,DEWATA FREIGHTINTERNATIONAL Tbk,HENDRI,Individual,L,INDONESIAN,INDONESIA,106598800,0,106598800,9.3
30-Jun-2026,DEAL,DEWATA FREIGHTINTERNATIONAL Tbk,LUCKY THERESSA RAY,Individual,L,INDONESIAN,INDONESIA,23283200,0,23283200,2.03
30-Jun-2026,DEAL,DEWATA FREIGHTINTERNATIONAL Tbk,HARJONO,Individual,L,INDONESIAN,INDONESIA,56631700,0,56631700,4.94
30-Jun-2026,DEFI,DANASUPRA ERAPACIFIC Tbk,PT KARUNIA PERDANA ISTENIA,Firm,L,,INDONESIA,9450000,0,9450000,1.38
30-Jun-2026,DEFI,DANASUPRA ERAPACIFIC Tbk,PT BANGUN CIPTA GRAHA,Corporate,L,,INDONESIA,13583400,0,13583400,1.98
30-Jun-2026,DEFI,DANASUPRA ERAPACIFIC Tbk,ABAKUS (ASIA PACIFIC) PTE. LTD.,Corporate,F,,SINGAPORE,33800000,0,33800000,4.92
30-Jun-2026,DEFI,DANASUPRA ERAPACIFIC Tbk,TATANG TARYANA,Individual,L,INDONESIAN,INDONESIA,20194300,0,20194300,2.94
30-Jun-2026,DEFI,DANASUPRA ERAPACIFIC Tbk,"ASURANSI JIWA KRESNA, PT",Insurance,L,,INDONESIA,162009540,0,162009540,23.57
30-Jun-2026,DEFI,DANASUPRA ERAPACIFIC Tbk,PT QUANTUM CLOVERA INVESTAMA TBK,Investment Manager,L,,INDONESIA,50000000,0,50000000,7.28
30-Jun-2026,DEPO,CATURKARDA DEPO BANGUNAN Tbk,PT TANCORP SURYA SUKSES,Corporate,L,,INDONESIA,0,1595423600,1595423600,23.5
30-Jun-2026,DEPO,CATURKARDA DEPO BANGUNAN Tbk,PT.BUANATATA ADISENTOSA,Corporate,L,,INDONESIA,0,1595423600,1595423600,23.5
30-Jun-2026,DEPO,CATURKARDA DEPO BANGUNAN Tbk,GLOBAL HOUSE INTERNATIONAL COMPANY LIMITED,Corporate,F,,THAILAND,1493800000,0,1493800000,22.0
30-Jun-2026,DEPO,CATURKARDA DEPO BANGUNAN Tbk,KAMBIYANTO KETTIN,Individual,L,INDONESIAN,INDONESIA,6899100,1536840000,1543739100,22.74
30-Jun-2026,DEPO,CATURKARDA DEPO BANGUNAN Tbk,ALBIZIA ASEAN OPPORTUNITIES FUND,Mutual Funds,F,,CAYMAN ISLANDS,156823600,0,156823600,2.31
30-Jun-2026,DEWA,DARMA HENWA Tbk,PT PRODIGY ENERGY RESOURCES,Corporate,L,,INDONESIA,773000000,0,773000000,1.9
30-Jun-2026,DEWA,DARMA HENWA Tbk,PT ANDHESTI TUNGKAS PRATAMA,Firm,L,,INDONESIA,2525000066,0,2525000066,6.21
30-Jun-2026,DEWA,DARMA HENWA Tbk,PT DARMA HENWA TBK,Corporate,L,,INDONESIA,1638793874,0,1638793874,4.03
30-Jun-2026,DEWA,DARMA HENWA Tbk,PETROMINE ENERGY TRADING,Corporate,L,,INDONESIA,1814059000,0,1814059000,4.46
30-Jun-2026,DEWA,DARMA HENWA Tbk,Zurich Assets International Ltd,Corporate,F,,CAPE VERDE,2513178390,0,2513178390,6.18
30-Jun-2026,DEWA,DARMA HENWA Tbk,ADAM GIFARI SE,Individual,L,INDONESIAN,INDONESIA,720984500,0,720984500,1.77
30-Jun-2026,DEWA,DARMA HENWA Tbk,GOLDWAVE CAPITAL LIMITED,Private Equity,F,,MALAYSIA,3815217000,0,3815217000,9.38
30-Jun-2026,DEWA,DARMA HENWA Tbk,PT. BCA SEKURITAS,Securities Company,L,,INDONESIA,1892667372,0,1892667372,4.65
30-Jun-2026,DEWA,DARMA HENWA Tbk,PT. KB VALBURY SEKURITAS,Securities Company,L,,INDONESIA,473218700,0,473218700,1.16
30-Jun-2026,DEWA,DARMA HENWA Tbk,PT MAYBANK SEKURITAS INDONESIA - REGISTRAR,Securities Company,L,,INDONESIA,565825100,0,565825100,1.39
30-Jun-2026,DEWA,DARMA HENWA Tbk,CGS INTERNATIONAL SEKURITAS INDONESIA,Securities Company,L,,INDONESIA,2005540559,0,2005540559,4.93
30-Jun-2026,DEWA,DARMA HENWA Tbk,CGS INTERNATIONAL SECURITIES HONG KONG LIMITED,Investment Manager,F,,HONG KONG,2595655200,0,2595655200,6.38
30-Jun-2026,DEWI,DEWI SHRI FARMINDO Tbk,"UBS AG, LONDON",Bank,F,,SWITZERLAND,27008700,0,27008700,1.35
30-Jun-2026,DEWI,DEWI SHRI FARMINDO Tbk,BRAHMANA ADIKUSNADI,Individual,L,INDONESIAN,INDONESIA,25000000,0,25000000,1.25
30-Jun-2026,DEWI,DEWI SHRI FARMINDO Tbk,TJIPTO JUNOES,Individual,L,INDONESIAN,INDONESIA,24437400,0,24437400,1.22
30-Jun-2026,DEWI,DEWI SHRI FARMINDO Tbk,FEBRIANA NGATIMAN,Individual,L,INDONESIAN,INDONESIA,21165100,0,21165100,1.06
30-Jun-2026,DEWI,DEWI SHRI FARMINDO Tbk,ADITIYA FAJAR JUNUS,Individual,L,INDONESIAN,INDONESIA,0,780000000,780000000,39.0
30-Jun-2026,DEWI,DEWI SHRI FARMINDO Tbk,FERRY SAPUTRA,Individual,L,INDONESIAN,INDONESIA,101592900,0,101592900,5.08
30-Jun-2026,DEWI,DEWI SHRI FARMINDO Tbk,HENDRA KUSTIAWAN,Individual,L,INDONESIAN,INDONESIA,42200000,0,42200000,2.11
30-Jun-2026,DEWI,DEWI SHRI FARMINDO Tbk,PURNOMO SINAR HADI,Individual,L,INDONESIAN,,28509700,0,28509700,1.43
30-Jun-2026,DEWI,DEWI SHRI FARMINDO Tbk,SUJITO NGATIMAN,Individual,L,INDONESIAN,INDONESIA,150146600,0,150146600,7.51
30-Jun-2026,DEWI,DEWI SHRI FARMINDO Tbk,HENRY SAPUTRA,Individual,L,INDONESIAN,INDONESIA,264630000,0,264630000,13.23
30-Jun-2026,DEWI,DEWI SHRI FARMINDO Tbk,RAKHMAT DAMDAMI,Individual,L,INDONESIAN,INDONESIA,60388900,0,60388900,3.02
30-Jun-2026,DEWI,DEWI SHRI FARMINDO Tbk,PT ASURANSI JIWA SYARIAH AMANAHJIWA GIRI ARTHA,Insurance,L,,INDONESIA,23000000,0,23000000,1.15
30-Jun-2026,DFAM,DAFAM PROPERTY INDONESIA Tbk,PT. DAFAM,Corporate,L,,INDONESIA,1015000000,0,1015000000,53.43
30-Jun-2026,DFAM,DAFAM PROPERTY INDONESIA Tbk,EDY SELAMAT,Individual,L,INDONESIAN,INDONESIA,127665073,0,127665073,6.72
30-Jun-2026,DFAM,DAFAM PROPERTY INDONESIA Tbk,LEONARDO WIE SAN,Individual,L,INDONESIAN,INDONESIA,20000000,0,20000000,1.05
30-Jun-2026,DFAM,DAFAM PROPERTY INDONESIA Tbk,BILLY DAHLAN,Individual,L,INDONESIAN,,185200000,0,185200000,9.75
30-Jun-2026,DFAM,DAFAM PROPERTY INDONESIA Tbk,BAMBANG SOEGIHARTO,Individual,L,INDONESIAN,INDONESIA,20000000,0,20000000,1.05
30-Jun-2026,DFAM,DAFAM PROPERTY INDONESIA Tbk,REKSA DANA NARADA SAHAM INDONESIA,Mutual Funds,L,,INDONESIA,134032800,0,134032800,7.05
30-Jun-2026,DFAM,DAFAM PROPERTY INDONESIA Tbk,REKSA DANA NARADA CAMPURAN I,Mutual Funds,L,,INDONESIA,30203500,0,30203500,1.59
30-Jun-2026,DFAM,DAFAM PROPERTY INDONESIA Tbk,REKSA DANA NARADA SAHAM INDONESIA II,Mutual Funds,L,,INDONESIA,75848600,0,75848600,3.99
30-Jun-2026,DGIK,NUSA KONSTRUKSI ENJINIRING Tbk,PT KAPITALINDO SEJAHTERA MANDIRI,Private Equity,L,,INDONESIA,204262300,0,204262300,3.69
30-Jun-2026,DGIK,NUSA KONSTRUKSI ENJINIRING Tbk,PT GLOBAL DINAMIKA KENCANA,Corporate,L,,INDONESIA,2897768500,0,2897768500,52.3
30-Jun-2026,DGIK,NUSA KONSTRUKSI ENJINIRING Tbk,PT PILAR UTAMA CAPITAL,Private Equity,L,,INDONESIA,249638400,0,249638400,4.51
30-Jun-2026,DGIK,NUSA KONSTRUKSI ENJINIRING Tbk,PT INVESTINDO PRATAMA SEJAHTERA,Private Equity,L,,INDONESIA,106608400,0,106608400,1.92
30-Jun-2026,DGIK,NUSA KONSTRUKSI ENJINIRING Tbk,PT GEMA INVESTASI UTAMA,Venture Capital,L,,INDONESIA,198834400,0,198834400,3.59
30-Jun-2026,DGIK,NUSA KONSTRUKSI ENJINIRING Tbk,PT NUSA KONSTRUKSI ENJINIRING TBK,Corporate,L,,INDONESIA,400214500,0,400214500,7.22
30-Jun-2026,DGIK,NUSA KONSTRUKSI ENJINIRING Tbk,PT GLOBAL DINAMIKA KENCANA SINGAPORE PTE. LTD.,Corporate,F,,SINGAPORE,184032900,0,184032900,3.32
30-Jun-2026,DGIK,NUSA KONSTRUKSI ENJINIRING Tbk,INDODEXA WIRA BUANA PT,,,,,0,75000000,75000000,1.35
30-Jun-2026,DGIK,NUSA KONSTRUKSI ENJINIRING Tbk,PERMATA BUANA INTERNATIONAL PT,,,,,0,75000000,75000000,1.35
30-Jun-2026,DGIK,NUSA KONSTRUKSI ENJINIRING Tbk,JAHJA TEAR TJAHJANA,Individual,L,INDONESIAN,INDONESIA,86918100,0,86918100,1.57
30-Jun-2026,DGIK,NUSA KONSTRUKSI ENJINIRING Tbk,OCBC SECURITIES PRIVATE LIMITED,Securities Company,F,,SINGAPORE,536958200,0,536958200,9.69
30-Jun-2026,DGNS,DIAGNOS LABORATORIUM UTAMA Tbk,MULTI GARAM UTAMA TBK PT,Corporate,L,,INDONESIA,96351700,0,96351700,7.01
30-Jun-2026,DGNS,DIAGNOS LABORATORIUM UTAMA Tbk,PT. BUNDA INVESTAMA INDONESIA,Private Equity,L,,INDONESIA,41453300,406372000,447825300,32.57
30-Jun-2026,DGNS,DIAGNOS LABORATORIUM UTAMA Tbk,PT BUNDAMEDIK,Corporate,L,,INDONESIA,25000000,490000000,515000000,37.45
30-Jun-2026,DGWG,DELTA GIRI WACANA Tbk,PT BERKSHIRE MULTI INVESTAMA,Corporate,L,,INDONESIA,182835600,0,182835600,3.11
30-Jun-2026,DGWG,DELTA GIRI WACANA Tbk,PT AGRO JAYA MANDIRI,Corporate,L,,INDONESIA,295454545,0,295454545,5.02
30-Jun-2026,DGWG,DELTA GIRI WACANA Tbk,GEBRAKAN BINTANG UTARA PT,Corporate,L,,INDONESIA,113325300,0,113325300,1.93
30-Jun-2026,DGWG,DELTA GIRI WACANA Tbk,PT GAIA PROSPERITI KAPITAL,Corporate,L,,INDONESIA,267853200,0,267853200,4.55
30-Jun-2026,DGWG,DELTA GIRI WACANA Tbk,MARWATI JENNY TANASAL,Individual,L,INDONESIAN,INDONESIA,92924100,0,92924100,1.58
30-Jun-2026,DGWG,DELTA GIRI WACANA Tbk,DAVID YAORY,Individual,L,INDONESIAN,INDONESIA,1769974000,2485294100,4255268100,72.34
30-Jun-2026,DGWG,DELTA GIRI WACANA Tbk,PT MAYBANK SEKURITAS INDONESIA - REGISTRAR,Securities Company,L,,INDONESIA,454545455,0,454545455,7.73
30-Jun-2026,DIGI,ARKADIA DIGITAL MEDIA Tbk,"HARVEST CAPITAL INTERNATIONAL, PT",Investment Advisors,L,,INDONESIA,584817200,0,584817200,35.99
30-Jun-2026,DIGI,ARKADIA DIGITAL MEDIA Tbk,SUWARJONO,Individual,L,INDONESIAN,INDONESIA,86184800,0,86184800,5.3
30-Jun-2026,DIGI,ARKADIA DIGITAL MEDIA Tbk,IWA SUKRESNO KARUNIA,Individual,L,INDONESIAN,INDONESIA,457061300,0,457061300,28.13
30-Jun-2026,DIGI,ARKADIA DIGITAL MEDIA Tbk,ANTHONY SETIADI,Individual,L,INDONESIAN,INDONESIA,16489300,0,16489300,1.01
30-Jun-2026,DILD,INTILAND DEVELOPMENT Tbk,PT. ARTHAVEST Tbk,Corporate,L,,INDONESIA,321000000,0,321000000,3.1
30-Jun-2026,DILD,INTILAND DEVELOPMENT Tbk,HOPE DIAMOND MANAGEMENT LTD,Corporate,F,,SINGAPORE,2368915300,0,2368915300,22.85
30-Jun-2026,DILD,INTILAND DEVELOPMENT Tbk,GOLDEN CHARM PTE LTD,Corporate,F,,SINGAPORE,113000000,0,113000000,1.09
30-Jun-2026,DILD,INTILAND DEVELOPMENT Tbk,UBS SWITZERLAND AG,Trustee Bank,F,,SWITZERLAND,142804675,0,142804675,1.38
30-Jun-2026,DILD,INTILAND DEVELOPMENT Tbk,CGS INTERNATIONAL SECURITIES SINGAPORE PTE LTD,Private Bank,F,,SINGAPORE,152022600,0,152022600,1.47
30-Jun-2026,DILD,INTILAND DEVELOPMENT Tbk,BALI PRIVATE VILLA (S) PTE. LTD,Investment Advisors,F,,SINGAPORE,775871346,0,775871346,7.48
30-Jun-2026,DILD,INTILAND DEVELOPMENT Tbk,BANK OF SINGAPORE LIMITED,Private Bank,F,,SINGAPORE,515252900,0,515252900,4.97
30-Jun-2026,DILD,INTILAND DEVELOPMENT Tbk,CA INDOSUEZ (SWITZERLAND) SA,Bank,F,,SINGAPORE,508188000,0,508188000,4.9
30-Jun-2026,DILD,INTILAND DEVELOPMENT Tbk,SUHENDRO PRABOWO,Individual,L,INDONESIAN,INDONESIA,215183834,0,215183834,2.08
30-Jun-2026,DILD,INTILAND DEVELOPMENT Tbk,DRS LO KHENG HONG,Individual,L,INDONESIAN,INDONESIA,761125900,0,761125900,7.34
30-Jun-2026,DILD,INTILAND DEVELOPMENT Tbk,UTAMA GONDOKUSUMO,Individual,L,INDONESIAN,INDONESIA,153778684,0,153778684,1.48
30-Jun-2026,DILD,INTILAND DEVELOPMENT Tbk,"LUCAS, SH. CN",Individual,L,INDONESIAN,INDONESIA,508899200,0,508899200,4.91
30-Jun-2026,DILD,INTILAND DEVELOPMENT Tbk,UOB KAY HIAN PTE LTD,Securities Company,F,,SINGAPORE,182361634,0,182361634,1.76
30-Jun-2026,DIVA,DISTRIBUSI VOUCHER NUSANTARA Tbk,PT. 1 INTI DOT COM,Corporate,L,,INDONESIA,317195300,0,317195300,22.2
30-Jun-2026,DIVA,DISTRIBUSI VOUCHER NUSANTARA Tbk,PT SOTERIA WICAKSANA INVESTAMA,Firm,L,,INDONESIA,216771800,0,216771800,15.17
30-Jun-2026,DIVA,DISTRIBUSI VOUCHER NUSANTARA Tbk,PT. LOGITEK DIGITAL NUSANTARA,Corporate,L,,INDONESIA,19522800,0,19522800,1.37
30-Jun-2026,DIVA,DISTRIBUSI VOUCHER NUSANTARA Tbk,PT DISTRIBUSI VOUCHER NUSANTARA TBK,Corporate,L,,INDONESIA,28583800,0,28583800,2.0
30-Jun-2026,DIVA,DISTRIBUSI VOUCHER NUSANTARA Tbk,MARTIN SUHARLIE,Individual,L,INDONESIAN,INDONESIA,116936200,0,116936200,8.19
30-Jun-2026,DIVA,DISTRIBUSI VOUCHER NUSANTARA Tbk,"ASURANSI JIWA KRESNA, PT",Insurance,L,,INDONESIA,454825000,0,454825000,31.84
30-Jun-2026,DIVA,DISTRIBUSI VOUCHER NUSANTARA Tbk,PT ASURANSI MAXIMUS GRAHA PERSADA TBK,Insurance,L,,INDONESIA,32519500,0,32519500,2.28
30-Jun-2026,DKFT,CENTRAL OMEGA RESOURCES Tbk,PT JINSHENG MINING,Corporate,L,,INDONESIA,3596671278,0,3596671278,63.79
30-Jun-2026,DKFT,CENTRAL OMEGA RESOURCES Tbk,PT. Sucor Investama,Corporate,L,,INDONESIA,124760725,0,124760725,2.21
30-Jun-2026,DKFT,CENTRAL OMEGA RESOURCES Tbk,UBS AG SINGAPORE BRANCH,Private Bank,F,,SINGAPORE,79396300,0,79396300,1.41
30-Jun-2026,DKFT,CENTRAL OMEGA RESOURCES Tbk,KIKI HAMIDJAJA,Individual,L,INDONESIAN,INDONESIA,142400044,0,142400044,2.53
30-Jun-2026,DKFT,CENTRAL OMEGA RESOURCES Tbk,ANDY  UNTONO,Individual,L,INDONESIAN,INDONESIA,239601500,0,239601500,4.25
30-Jun-2026,DKFT,CENTRAL OMEGA RESOURCES Tbk,TALITHA  SARAH UNTONO,Individual,L,INDONESIAN,INDONESIA,190691600,0,190691600,3.38
30-Jun-2026,DKFT,CENTRAL OMEGA RESOURCES Tbk,INDRAWATI  KAMARUDIN,Individual,L,INDONESIAN,INDONESIA,258104900,0,258104900,4.58
30-Jun-2026,DKHH,CIPTA SARANA MEDIKA Tbk,PT SILIWANGI DJAJAKUSUMAH HOSPITALS,Corporate,L,,,0,2019998000,2019998000,79.21
30-Jun-2026,DLTA,DELTA DJAKARTA Tbk,SAN MIGUEL MALAYSIA (L) PTE.LTD.,Corporate,F,,,0,467061150,467061150,58.33
30-Jun-2026,DLTA,DELTA DJAKARTA Tbk,PEMERINTAH DAERAH DKI JAKARTA,,,,,0,210200700,210200700,26.25
30-Jun-2026,DLTA,DELTA DJAKARTA Tbk,REKSA DANA PANIN DANA MAKSIMA,Mutual Funds,L,,INDONESIA,11314000,0,11314000,1.41
30-Jun-2026,DLTA,DELTA DJAKARTA Tbk,CAVENHAM PRIVATE EQUITY(2006),Mutual Funds,F,,CAYMAN ISLANDS,28906550,0,28906550,3.61
30-Jun-2026,DMAS,PURADELTA LESTARI Tbk,SPARTA 24 LTD.,Corporate,F,,ISRAEL,511835500,0,511835500,1.06
30-Jun-2026,DMAS,PURADELTA LESTARI Tbk,SOJITZ CORPORATION,,,,,0,12049527800,12049527800,25.0
30-Jun-2026,DMAS,PURADELTA LESTARI Tbk,"SUMBER ARUS MULIA, PT",,,,,0,27608772200,27608772200,57.28
30-Jun-2026,DMAS,PURADELTA LESTARI Tbk,PT TASPEN (PERSERO),State Owned Enterprises,L,,INDONESIA,853927400,0,853927400,1.77
30-Jun-2026,DMMX,DIGITAL MEDIATAMA MAXIMA Tbk,PT. JAYA DISTRIBUSI RITEL,Corporate,L,,INDONESIA,1446731400,0,1446731400,18.81
30-Jun-2026,DMMX,DIGITAL MEDIATAMA MAXIMA Tbk,PT. DIGITAL MEDIATAMA MAXIMA TBK,Firm,L,,INDONESIA,432872500,0,432872500,5.63
30-Jun-2026,DMMX,DIGITAL MEDIATAMA MAXIMA Tbk,PT SOTERIA WICAKSANA INVESTAMA,Firm,L,,INDONESIA,788295100,0,788295100,10.25
30-Jun-2026,DMMX,DIGITAL MEDIATAMA MAXIMA Tbk,PT NFC INDONESIA TBK,Corporate,L,,INDONESIA,2126868400,0,2126868400,27.65
30-Jun-2026,DMMX,DIGITAL MEDIATAMA MAXIMA Tbk,RR CAPITAL GROUP PTE. LTD,Private Equity,F,,SINGAPORE,190257700,0,190257700,2.47
30-Jun-2026,DMMX,DIGITAL MEDIATAMA MAXIMA Tbk,BANK OF SINGAPORE LIMITED,Private Bank,F,,SINGAPORE,1068254200,0,1068254200,13.89
30-Jun-2026,DMMX,DIGITAL MEDIATAMA MAXIMA Tbk,HARIJANTO LANGGENG,Individual,L,INDONESIAN,INDONESIA,95583900,0,95583900,1.24
